# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 21 15:52:05 2018
#
# CONSTRAINT:  where (pl_orbsmax <= 0.2
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_orbsmax desc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
1117,Kepler-101,c,Transit,2,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,0.000000,,,0,84.600,3.400,-3.100,0,0.01000,,,1,Mass,0.112,0.017,-0.015,0,10.50000,,,1,0,1,0,1,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,,,,,13.800,,0,V (Johnson),,,,5667.00,50.00,-50.00,0,1.17,0.07,-0.05,0,1.56,0.20,-0.20,0,2014-09-25,Kepler
838,K2-154,c,Transit,2,7.95478000,0.00063000,-0.00063000,0,0.068300,0.002100,-0.002100,0,,,,0,,,,0,,,,0,,0.187,0.022,-0.021,0,,,,0,0,0,1,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,133.00,21.00,-21.00,0,14.033,0.036,0,V (Johnson),,,,3978.00,70.00,-70.00,0,0.67,0.06,-0.06,0,0.65,0.07,-0.07,0,2018-02-01,K2
2969,Kepler-65,c,Transit,3,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,,,,,,,,,,,,,,0.230,0.005,-0.005,0,,,,,1,1,0,1,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,,,,,11.018,,0,Kepler-band,,,,6211.00,66.00,-66.00,0,1.25,0.06,-0.06,0,1.41,0.03,-0.03,0,2014-05-14,Kepler
2620,Kepler-402,c,Transit,4,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,,,,,13.268,,0,Kepler-band,,,,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,Kepler
2583,Kepler-387,b,Transit,2,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,,,,,13.987,,0,Kepler-band,,,,5774.00,154.00,-154.00,0,1.03,,,0,1.05,0.24,-0.24,0,2014-05-14,Kepler
2330,Kepler-292,d,Transit,5,7.05567900,0.00004300,-0.00004300,0,0.068000,,,0,,,,,,,,,,,,,,0.199,0.019,-0.019,0,,,,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,,,,,15.956,,0,Kepler-band,,,,5299.00,100.00,-100.00,0,0.88,,,0,0.83,0.07,-0.07,0,2014-05-14,Kepler
2085,Kepler-207,d,Transit,3,5.86807500,0.00000900,-0.00000900,0,0.068000,,,0,,,,,,,,,,,,,,0.295,0.056,-0.056,0,,,,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,,,,,13.182,,0,Kepler-band,,,,5920.00,116.00,-116.00,0,,,,,1.59,0.30,-0.30,0,2014-05-14,Kepler
1984,Kepler-172,c,Transit,4,6.38899600,0.00002000,-0.00002000,0,0.068000,,,0,,,,,,,,,,,,,,0.255,0.047,-0.047,0,,,,,0,1,0,1,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,,,,14.532,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.86,,,0,1.08,0.19,-0.19,0,2014-05-14,Kepler
1906,Kepler-161,c,Transit,2,7.06424000,0.00001100,-0.00001100,0,0.068000,,,0,,,,,,,,,,,,,,0.183,0.013,-0.013,0,,,,,1,1,0,1,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,,,,,14.196,,0,Kepler-band,,,,5078.00,100.00,-100.00,0,0.77,,,0,0.81,0.05,-0.05,0,2014-05-14,Kepler
1526,Kepler-132,c,Transit,4,6.41491400,0.00001900,-0.00001900,0,0.068000,,,0,,,,,,,,,,,,,,0.114,0.022,-0.022,0,,,,,0,1,0,1,18h52m56.59s,283.235810,+41d20m34.9s,41.343037,,,,,11.818,,0,Kepler-band,,,,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,2014-05-14,Kepler
2673,Kepler-433,b,Transit,1,5.33408384,0.00000110,-0.00000110,0,0.067900,0.002700,-0.002700,0,0.119000,0.079000,-0.079000,0,89.210,0.520,-0.900,0,2.82000,0.52000,-0.52000,0,Mass,1.450,0.160,-0.160,0,1.13000,0.32000,-0.32000,0,0,1,0,1,19h50m22.48s,297.593651,+40d58m38.2s,40.977268,1870.00,210.00,-210.00,0,14.463,,0,Kepler-band,,,,6360.00,140.00,-140.00,0,1.46,0.17,-0.17,0,2.26,0.25,-0.25,0,2015-01-14,Kepler
2436,Kepler-33,b,Transit,5,5.66793000,0.00012000,-0.00012000,0,0.067700,0.001400,-0.001400,0,0.000000,,,0,86.390,0.960,-1.620,0,,,,,,0.155,0.016,-0.016,0,,,,,1,1,0,1,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,,,,,13.988,,0,Kepler-band,,,,5904.00,47.00,-47.00,0,1.29,0.06,-0.12,0,1.82,0.14,-0.18,0,2014-05-14,Kepler
515,HD 215152,c,Radial Velocity,4,7.28243000,0.00451000,-0.00827000,0,0.067393,0.000860,-0.000893,0,0.000000,,,0,,,,0,0.00541,0.00194,-0.00228,0,Msini,,,,0,,,,0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.63,0.12,-0.12,0,8.110,0.000,0,V (Johnson),7.732,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,2018-02-22,La Silla Observatory
993,K2-54,b,Transit,1,9.78430000,0.00140000,-0.00140000,0,0.067100,0.003700,-0.003700,0,,,,,,,,,,,,,,0.103,0.017,-0.017,0,,,,,0,0,1,0,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,,,,,14.042,0.010,0,V (Johnson),,,,3798.00,113.00,-113.00,0,0.42,0.07,-0.07,0,0.38,0.05,-0.05,0,2016-07-18,K2
1051,KELT-12,b,Transit,1,5.03162300,0.00003200,-0.00003100,0,0.067080,0.000970,-0.001300,0,0.000000,,,0,84.470,1.100,-0.950,0,0.95000,0.14000,-0.14000,0,Mass,1.780,0.170,-0.160,0,0.20900,0.07100,-0.05300,0,0,0,0,1,17h50m33.72s,267.640503,+36d34m12.8s,36.570232,360.00,25.00,-25.00,0,10.590,0.050,0,V (Johnson),10.440,,0,6279.00,51.00,-51.00,0,1.59,0.07,-0.09,0,2.37,0.17,-0.17,0,2017-04-27,KELT-North
956,K2-27,b,Transit,1,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,0.251000,0.088000,-0.088000,0,,,,,0.09722,0.01447,-0.01447,0,Mass,0.400,0.021,-0.021,0,1.87000,0.41000,-0.41000,0,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,,,,,12.640,0.020,0,V (Johnson),,,,5248.00,60.00,-60.00,0,0.87,0.03,-0.02,0,0.89,0.04,-0.04,0,2017-02-09,K2
3568,WASP-132,b,Transit,1,7.13352100,0.00000900,-0.00000900,0,0.067000,0.001000,-0.001000,0,0.000000,,,0,89.600,0.300,-0.300,0,0.41000,0.03000,-0.03000,0,Mass,0.870,0.030,-0.030,0,0.84000,0.08000,-0.08000,0,0,0,0,0,14h30m26.19s,217.609131,-46d09m33.0s,-46.159180,120.00,20.00,-20.00,0,12.400,,0,V (Johnson),,,,4775.00,100.00,-100.00,0,0.80,0.04,-0.04,0,0.74,0.02,-0.02,0,2016-12-01,SuperWASP-South
2711,Kepler-46,d,Transit,3,6.76658900,0.00002200,-0.00002200,0,0.067000,,,0,,,,,,,,,,,,,,0.146,0.082,-0.082,0,,,,,1,1,0,2,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855.00,68.00,-65.00,0,15.262,,0,Kepler-band,,,,5309.00,200.00,-200.00,0,0.90,0.04,-0.04,0,0.79,0.44,-0.44,0,2014-05-14,Kepler
2374,Kepler-306,c,Transit,4,7.24019300,0.00003200,-0.00003200,0,0.067000,,,0,,,,,,,,,,,,,,0.210,0.017,-0.017,0,,,,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.616140,,,,,15.565,,0,Kepler-band,,,,4954.00,100.00,-100.00,0,0.82,,,0,0.72,0.04,-0.04,0,2014-05-14,Kepler
1648,Kepler-141,c,Transit,2,7.01060600,0.00002000,-0.00002000,0,0.067000,,,0,,,,,,,,,,,,,,0.126,0.008,-0.008,0,,,,,0,1,0,1,19h51m53.02s,297.970897,+47d43m54.0s,47.731678,,,,,13.448,,0,Kepler-band,,,,4910.00,100.00,-100.00,0,1.00,,,0,0.79,0.04,-0.04,0,2014-05-14,Kepler
1565,Kepler-135,b,Transit,2,6.00253000,0.00001600,-0.00001600,0,0.067000,,,0,,,,,,,,,,,,,,0.161,0.031,-0.031,0,,,,,0,1,0,1,19h21m58.83s,290.495129,+38d47m43.7s,38.795481,,,,,12.730,,0,Kepler-band,,,,6090.00,120.00,-120.00,0,,,,,1.27,0.24,-0.24,0,2014-05-14,Kepler
1525,Kepler-132,b,Transit,4,6.17819600,0.00002200,-0.00002200,0,0.067000,,,0,,,,,,,,,,,,,,0.108,0.021,-0.021,0,,,,,0,1,0,1,18h52m56.59s,283.235810,+41d20m34.9s,41.343037,,,,,11.818,,0,Kepler-band,,,,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,2014-05-14,Kepler
950,K2-233,c,Transit,3,7.06142000,0.00084000,-0.00084000,0,0.066870,0.000880,-0.000900,0,0.000000,,,0,88.950,0.610,-0.470,0,,,,0,,0.119,0.007,-0.007,0,,,,0,0,0,1,1,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,69.00,1.00,-1.00,0,10.726,0.019,0,V (Johnson),10.333,,0,4950.00,100.00,-100.00,0,0.80,0.03,-0.03,0,0.74,0.03,-0.03,0,2018-04-26,K2
846,K2-16,b,Transit,2,7.61880000,0.00087000,-0.00087000,0,0.066700,0.001100,-0.001100,0,,,,,87.970,1.470,-1.860,0,,,,,,0.180,0.021,-0.021,0,,,,,0,0,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,,,,,14.670,0.040,0,V (Johnson),,,,4742.00,60.00,-60.00,0,0.68,0.03,-0.03,0,0.66,0.03,-0.03,0,2016-07-07,K2
134,GJ 536,b,Radial Velocity,1,8.70760000,0.00220000,-0.00250000,0,0.066610,0.000011,-0.000013,0,0.080000,0.090000,-0.060000,0,,,,,0.01686,0.00217,-0.00195,0,Msini,,,,,,,,,0,0,0,0,14h01m03.19s,210.263290,-02d39m17.5s,-2.654864,10.03,,,0,9.720,0.009,0,V (Johnson),,,,3685.00,68.00,-68.00,0,0.52,0.05,-0.05,0,0.50,0.05,-0.05,0,2016-11-17,La Silla Observatory
1033,K2-84,b,Transit,2,6.42150000,0.00056000,-0.00056000,0,0.066500,0.001600,-0.001600,0,,,,,,,,,,,,,,0.215,0.031,-0.031,0,,,,,0,0,1,0,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,,,,,13.443,0.060,0,V (Johnson),,,,5652.00,154.00,-154.00,0,0.95,0.07,-0.07,0,0.93,0.12,-0.12,0,2016-07-18,K2
3571,WASP-136,b,Transit,1,5.21535700,0.00000600,-0.00000600,0,0.066100,0.001200,-0.001200,0,,,,,84.700,1.600,-1.300,0,1.51000,0.08000,-0.08000,0,Mass,1.380,0.160,-0.160,0,0.77300,0.30600,-0.19700,0,0,0,0,0,00h01m18.18s,0.325750,-08d55m34.8s,-8.926325,164.00,18.00,-18.00,0,9.980,,0,V (Johnson),,,,6260.00,100.00,-100.00,0,1.41,0.07,-0.07,0,2.21,0.22,-0.22,0,2016-12-01,SuperWASP
2571,Kepler-381,b,Transit,2,5.62902100,0.00002800,-0.00002800,0,0.066000,,,0,,,,,,,,,,,,,,0.088,0.020,-0.020,0,,,,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,,,,,10.421,,0,Kepler-band,,,,6152.00,100.00,-100.00,0,1.34,,,0,1.57,0.35,-0.35,0,2014-05-14,Kepler
2483,Kepler-345,b,Transit,2,7.41556300,0.00005400,-0.00005400,0,0.066000,,,0,,,,,,,,,,,,,,0.066,0.005,-0.005,0,,,,,0,1,0,1,19h40m54.91s,295.228802,+45d58m15.7s,45.971020,,,,,14.028,,0,Kepler-band,,,,4504.00,100.00,-100.00,0,0.59,,,0,0.62,0.03,-0.03,0,2014-05-14,Kepler
2428,Kepler-326,d,Transit,3,6.76688800,0.00002300,-0.00002300,0,0.066000,,,0,,,,,,,,,,,,,,0.108,0.008,-0.008,0,,,,,0,1,0,1,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,,,,,13.693,,0,Kepler-band,,,,5105.00,100.00,-100.00,0,0.98,,,0,0.80,0.05,-0.05,0,2014-05-14,Kepler
2234,Kepler-257,c,Transit,3,6.58148400,0.00000800,-0.00000800,0,0.066000,,,0,,,,,,,,,,,,,,0.483,0.243,-0.243,0,,,,,0,1,0,1,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,15.471,,0,Kepler-band,,,,5180.00,200.00,-200.00,0,,,,,1.04,0.52,-0.52,0,2014-05-14,Kepler
2203,Kepler-248,b,Transit,2,6.30820500,0.00001000,-0.00001000,0,0.066000,,,0,,,,,,,,,,,,,,0.269,0.032,-0.032,0,,,,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,,,,15.258,,0,Kepler-band,,,,5190.00,161.00,-161.00,0,,,,,0.83,0.10,-0.10,0,2014-05-14,Kepler
2029,Kepler-188,c,Transit,2,5.99655300,0.00001500,-0.00001500,0,0.066000,,,0,,,,,,,,,,,,,,0.285,0.129,-0.129,0,,,,,0,1,0,1,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,,,,,14.674,,0,Kepler-band,,,,6021.00,200.00,-200.00,0,,,,,1.14,0.51,-0.51,0,2014-05-14,Kepler
1684,Kepler-144,b,Transit,2,5.88527300,0.00002000,-0.00002000,0,0.066000,,,0,,,,,,,,,,,,,,0.119,0.023,-0.023,0,,,,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,,,,,11.992,,0,Kepler-band,,,,6075.00,131.00,-131.00,0,1.03,,,0,1.24,0.24,-0.24,0,2014-05-14,Kepler
1170,Kepler-105,b,Transit,2,5.41220000,0.00002000,-0.00002000,0,0.066000,0.003000,-0.003000,0,0.470000,0.050000,-0.470000,0,85.940,1.870,-3.880,0,,,,,,0.429,0.136,-0.136,0,,,,,0,1,0,1,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,,,,,12.791,,0,Kepler-band,,,,5827.00,94.00,-94.00,0,0.96,0.05,-0.05,0,0.89,0.04,-0.04,0,2014-05-14,Kepler
801,K2-126,b,Transit,1,7.38707300,0.00025400,-0.00025300,0,0.066000,0.002000,-0.002000,0,0.060000,0.142277,-0.049906,0,89.400,0.410,-0.490,0,,,,0,,0.164,0.010,-0.009,0,,,,0,0,0,1,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,,,,,12.918,0.030,0,V (Johnson),,,,4367.83,128.30,-114.57,0,0.70,0.07,-0.07,0,0.62,0.04,-0.03,0,2017-10-05,K2
570,HD 285968,b,Radial Velocity,1,8.78360000,0.00540000,-0.00540000,0,0.066000,,,0,0.000000,,,0,,,,,0.02600,,,0,Msini,,,,,,,,,0,0,0,0,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,9.42,0.22,-0.23,0,10.038,0.049,0,V (Johnson),8.846,,0,3679.00,77.00,-77.00,0,0.45,,,0,0.45,0.02,-0.02,0,2014-11-19,La Silla Observatory
46,BD+20 1790,b,Radial Velocity,1,7.78287000,0.00077000,-0.00076000,0,0.066000,0.005000,-0.006000,0,0.220000,0.070000,-0.090000,0,,,,,6.37000,1.35000,-1.35000,0,Msini,,,,,,,,,0,0,0,0,07h23m43.59s,110.931612,+20d24m58.8s,20.416334,25.40,4.00,-4.00,0,,,,,9.369,,0,4410.00,,,0,0.63,0.09,-0.09,0,0.71,0.03,-0.03,0,2015-03-26,Multiple Observatories
974,K2-37,c,Transit,3,6.42904000,0.00036000,-0.00036000,0,0.065400,0.001100,-0.001100,0,,,,,87.370,1.830,-2.500,0,,,,,,0.245,0.024,-0.024,0,,,,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,,,,,12.520,0.060,0,V (Johnson),,,,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2016-07-07,K2
1044,K2-95,b,Transit,1,10.13389000,0.00068000,-0.00077000,0,0.065300,0.003900,-0.004500,0,,,,,88.770,0.860,-1.590,0,0.03458,0.00859,-0.00859,0,Mass,0.310,0.070,-0.047,0,,,,,0,0,1,2,08h37m27.06s,129.362747,+18d58m36.1s,18.976685,,,,,15.498,,0,Kepler-band,,,,3471.00,124.00,-124.00,0,0.36,0.07,-0.07,0,0.40,0.05,-0.05,0,2016-09-08,K2
530,HD 219134,c,Radial Velocity,6,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,87.280,0.100,-0.100,0,0.01372,0.00069,-0.00069,0,Mass,0.135,0.004,-0.004,0,6.95000,0.77000,-0.77000,0,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),,,,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,Roque de los Muchachos Observatory
982,K2-44,b,Transit,1,5.65688000,0.00059000,-0.00059000,0,0.065100,0.001100,-0.001100,0,,,,,,,,,,,,,,0.243,0.029,-0.029,0,,,,,0,0,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,,,,,12.189,0.120,0,V (Johnson),,,,5912.00,51.00,-51.00,0,1.15,0.06,-0.06,0,1.58,0.15,-0.15,0,2016-07-18,K2
221,HAT-P-67,b,Transit,1,4.81010250,0.00000043,-0.00000033,0,0.065050,0.002730,-0.000790,0,0.000000,,,0,88.800,1.100,-1.300,0,0.34000,0.25000,-0.19000,0,Mass,2.085,0.096,-0.071,0,0.05200,0.03900,-0.02800,0,0,0,0,0,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,320.00,48.00,-14.00,0,10.069,0.016,0,V (Johnson),9.940,,0,6406.00,65.00,-61.00,0,1.64,0.15,-0.07,0,2.55,0.10,-0.08,0,2017-04-13,HATNet
2590,Kepler-390,b,Transit,2,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,,,,,13.942,,0,Kepler-band,,,,5166.00,100.00,-100.00,0,0.67,,,0,0.78,0.05,-0.05,0,2014-05-14,Kepler
2503,Kepler-353,c,Transit,2,8.41089400,0.00003900,-0.00003900,0,0.065000,,,0,,,,,,,,,,,,,,0.123,0.006,-0.006,0,,,,,0,1,0,1,19h47m25.59s,296.856633,+41d45m29.4s,41.758180,,,,,15.773,,0,Kepler-band,,,,3903.00,100.00,-100.00,0,0.54,,,0,0.50,0.02,-0.02,0,2014-05-14,Kepler
2491,Kepler-349,b,Transit,2,5.92977800,0.00002000,-0.00002000,0,0.065000,,,0,,,,,,,,,,,,,,0.170,0.064,-0.064,0,,,,,0,1,0,1,19h34m42.36s,293.676480,+44d36m56.1s,44.615578,,,,,14.746,,0,Kepler-band,,,,5956.00,200.00,-200.00,0,0.97,,,0,0.93,0.35,-0.35,0,2014-05-14,Kepler
2443,Kepler-331,b,Transit,3,8.45749600,0.00002400,-0.00002400,0,0.065000,,,0,,,,,,,,,,,,,,0.162,0.017,-0.017,0,,,,,0,1,0,1,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,,,,,15.862,,0,Kepler-band,,,,4347.00,200.00,-200.00,0,0.51,,,0,0.49,0.05,-0.05,0,2014-05-14,Kepler
2327,Kepler-291,c,Transit,2,5.70078600,0.00005500,-0.00005500,0,0.065000,,,0,,,,,,,,,,,,,,0.168,0.073,-0.073,0,,,,,0,1,0,1,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,,,,,15.934,,0,Kepler-band,,,,6002.00,200.00,-200.00,0,1.03,,,0,1.02,0.44,-0.44,0,2014-05-14,Kepler
2316,Kepler-288,b,Transit,3,6.09732600,0.00006400,-0.00006400,0,0.065000,,,0,,,,,,,,,,,,,,0.149,0.071,-0.071,0,,,,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,,,,15.151,,0,Kepler-band,,,,5918.00,250.00,-250.00,0,0.89,,,0,1.09,0.52,-0.52,0,2014-05-14,Kepler
2168,Kepler-236,b,Transit,2,8.29561100,0.00003200,-0.00003200,0,0.065000,,,0,,,,,,,,,,,,,,0.140,0.011,-0.011,0,,,,,0,1,0,1,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,,,,,15.414,,0,Kepler-band,,,,3750.00,150.00,-150.00,0,0.56,,,0,0.51,0.02,-0.02,0,2014-05-14,Kepler
2165,Kepler-235,c,Transit,4,7.82490400,0.00005500,-0.00005500,0,0.065000,,,0,,,,,,,,,,,,,,0.114,0.007,-0.007,0,,,,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,369.00,21.66,-22.32,0,15.954,,0,Kepler-band,,,,4255.00,100.00,-100.00,0,0.59,,,0,0.55,0.02,-0.02,0,2014-05-14,Kepler
2109,Kepler-217,b,Transit,3,5.37494300,0.00001900,-0.00001900,0,0.065000,,,0,,,,,,,,,,,,,,0.199,0.029,-0.029,0,,,,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,,,,13.294,,0,Kepler-band,,,,6171.00,109.00,-109.00,0,,,,,1.80,0.26,-0.26,0,2014-05-14,Kepler
3152,Kepler-80,b,Transit,6,7.05246000,0.00020000,-0.00022000,0,0.064800,0.000900,-0.000900,0,,,,,89.340,0.460,-0.620,0,0.02180,0.00330,-0.00220,0,Mass,0.238,0.009,-0.009,0,1.38000,0.24000,-0.17000,0,1,1,0,1,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,357.00,,,0,14.804,,0,Kepler-band,,,,4540.00,100.00,-100.00,0,0.73,0.03,-0.03,0,0.68,0.02,-0.02,0,2016-08-04,Kepler
